SBD,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?,Mã NN,,Toán,Lý,Hóa,Sinh,S?,??a,GDCD,V?n,Ngo?i ng?
35005353,7.6,7.75,7.5,3.25,-1,-1,-1,6.25,4.4,N1,,,,,,,,,,
35005354,7.8,7.5,7.25,2.75,-1,-1,-1,6.75,4.4,N1,,,,,,,,,,
35005355,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35005356,1.8,-1,-1,-1,4.25,4,-1,4,-1,none,,,,,,,,,,
35005357,2.2,-1,-1,-1,3.5,4.25,-1,3.75,-1,none,,,,,,,,,,
35005358,6.6,-1,-1,-1,4.5,6,6.75,7.25,4.6,N1,,,,,,,,,,
35005359,6,-1,-1,-1,4,5.5,6,6.1,4.8,N1,,,,,,,,,,
35005360,7.4,-1,-1,-1,8.25,5.75,7.5,8.5,5.4,N1,,,,,,,,,,
35005361,6.4,-1,-1,-1,7.5,5.75,7.75,8,3.8,N1,,,,,,,,,,
35005362,3,-1,-1,-1,2,3,-1,2.5,-1,none,,,,,,,,,,
35005363,3.4,-1,-1,-1,3.25,5.25,3.25,6.25,2.8,N1,,,,,,,,,,
35005364,6.2,-1,-1,-1,6.25,6.75,6.75,6.25,3.6,N1,,,,,,,,,,
35005365,7,-1,-1,-1,6.5,7,6.75,6.75,4.6,N1,,,,,,,,,,
35005366,8,-1,-1,-1,9,8,8.75,8,7.8,N1,,,,,,,,,,
35005367,7.4,6,7,3.25,-1,-1,-1,5.75,3.6,N1,,,,,,,,,,
35005368,1.6,-1,-1,-1,4.25,7.25,-1,4.25,-1,none,,,,,,,,,,
35005369,7.4,-1,-1,-1,6,6.75,-1,5,-1,none,,,,,,,,,,
35005370,7,6,6.25,2.25,-1,-1,-1,6.5,5.8,N1,,,,,,,,,,
35005371,6.4,-1,-1,-1,5.25,5.5,6.5,7.25,6.2,N1,,,,,,,,,,
35005372,7,6.25,7.75,2.75,-1,-1,-1,7,6.4,N1,,,,,,,,,,
35005373,3.4,-1,-1,-1,6.75,5.75,-1,5.25,-1,none,,,,,,,,,,
35005374,7.4,-1,-1,-1,8.75,6.75,8.25,8.25,6.2,N1,,,,,,,,,,
35005375,5.2,-1,-1,-1,7,5,-1,6.75,-1,none,,,,,,,,,,
35005376,8,-1,-1,-1,6.75,7.5,6.5,8,5.8,N1,,,,,,,,,,
35005377,6.6,-1,-1,-1,4.5,4.75,7,6.75,4.4,N1,,,,,,,,,,
35005378,7.2,-1,-1,-1,4.25,5.75,8,6.5,6.2,N1,,,,,,,,,,
35005379,2.8,-1,-1,-1,5,4.25,-1,5.75,-1,none,,,,,,,,,,
35005380,8.2,6.25,5.5,3.25,-1,-1,-1,7,3.2,N1,,,,,,,,,,
35005381,7,-1,-1,-1,5,4.75,7.25,7.5,5.2,N1,,,,,,,,,,
35005382,7.6,7,7.25,4.25,-1,-1,-1,6.25,5.2,N1,,,,,,,,,,
35005383,8,8,7.75,2.75,-1,-1,-1,6,4.6,N1,,,,,,,,,,
35005384,8.4,7,7,3.75,-1,-1,-1,7.25,6.2,N1,,,,,,,,,,
35005385,1.8,-1,-1,-1,8.25,2.5,-1,3.5,-1,none,,,,,,,,,,
35005386,7,6,7.25,4.5,-1,-1,-1,4,3.8,N1,,,,,,,,,,
35005387,3.6,-1,-1,-1,4,3.25,-1,2.75,-1,none,,,,,,,,,,
35005388,5.8,-1,-1,-1,8.5,7,7,6.5,3.8,N1,,,,,,,,,,
35005389,2.4,-1,-1,-1,5.25,5.25,-1,5.25,-1,none,,,,,,,,,,
35005390,2.8,-1,-1,-1,2.5,4,-1,1.5,-1,none,,,,,,,,,,
35005391,2.6,-1,-1,-1,4,3.25,-1,3.58,-1,none,,,,,,,,,,
35005392,7.8,6.25,7.25,3.75,-1,-1,-1,6.5,5.2,N1,,,,,,,,,,
35005393,3,-1,-1,-1,3.75,5,-1,5.25,-1,none,,,,,,,,,,
35005394,6,2.75,4.5,3,-1,-1,-1,6,6.2,N1,,,,,,,,,,
35005395,6.6,4.75,4.75,3.5,-1,-1,-1,8.25,7.4,N1,,,,,,,,,,
35005396,3.6,-1,-1,-1,3.5,5.25,-1,6,-1,none,,,,,,,,,,
35005397,4.4,-1,-1,-1,5.75,6,7.75,7.25,3.6,N1,,,,,,,,,,
35005398,7.8,7.75,6.75,3.25,-1,-1,-1,7.25,2.8,N1,,,,,,,,,,
35005399,6,-1,-1,-1,6,6.75,7.5,5.75,7.2,N1,,,,,,,,,,
35005400,2.4,-1,-1,-1,3.5,4.75,-1,2.75,-1,none,,,,,,,,,,
35005401,2.8,-1,-1,-1,3,6.5,-1,3,-1,none,,,,,,,,,,
35005402,1.8,-1,-1,-1,3.25,3.75,-1,5.5,-1,none,,,,,,,,,,
35005403,8.2,7.5,7.5,3.25,-1,-1,-1,8,4.8,N1,,,,,,,,,,
35005404,3.8,-1,-1,-1,3,5.25,-1,4.75,-1,none,,,,,,,,,,
35005405,7.8,7.75,8,4,-1,-1,-1,7.75,5,N1,,,,,,,,,,
35005406,7.4,-1,-1,-1,9,8.75,8.5,5.75,5.6,N1,,,,,,,,,,
35005407,6.4,-1,-1,-1,7,7.5,8,4.5,3.8,N1,,,,,,,,,,
35005408,7.8,7.25,6.75,3.5,-1,-1,-1,7.75,4,N1,,,,,,,,,,
35005409,7.6,7.5,8,3,-1,-1,-1,8,6.8,N1,,,,,,,,,,
35005410,5.8,-1,-1,-1,4,4,6.5,7.75,3.8,N1,,,,,,,,,,
35005411,3.8,-1,-1,-1,3,4.75,-1,4.25,-1,none,,,,,,,,,,
35005412,8.4,-1,-1,-1,4.75,7.25,8,7.25,4.8,N1,,,,,,,,,,
35005413,3.2,-1,-1,-1,3.5,5.75,-1,6,-1,none,,,,,,,,,,
35005414,3.4,-1,-1,-1,4.25,5.75,-1,4,-1,none,,,,,,,,,,
35005415,5.2,-1,-1,-1,3.5,6,6.25,6,1.8,N1,,,,,,,,,,
35005416,3.8,-1,-1,-1,6.5,6.5,7.5,7.75,5,N1,,,,,,,,,,
35005417,7.4,-1,-1,-1,7,8.25,8,8.75,5.8,N1,,,,,,,,,,
35005418,3.4,-1,-1,-1,2.75,3,-1,3.5,-1,none,,,,,,,,,,
35005419,6.4,-1,-1,-1,4.25,4.25,5.25,6.5,3.6,N1,,,,,,,,,,
35005420,7.6,-1,-1,-1,6.5,6.25,7,8.25,7,N1,,,,,,,,,,
35005421,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35005422,5.6,-1,-1,-1,5.5,5.75,6.25,7,2.8,N1,,,,,,,,,,
35005423,7.2,-1,-1,-1,5.5,6,7.25,7,6,N1,,,,,,,,,,
35005424,5.6,-1,-1,-1,7.25,5.75,7.75,7.5,4.4,N1,,,,,,,,,,
35005425,5.6,-1,-1,-1,5.25,6.25,7.75,7,5.6,N1,,,,,,,,,,
35005426,7.6,-1,-1,-1,7.5,6.75,8.25,8,-1,none,,,,,,,,,,
35005427,5.8,-1,-1,-1,7.75,6.75,7.25,6.5,4.2,N1,,,,,,,,,,
35005428,6.6,-1,-1,-1,6,6,7.25,8,5.8,N1,,,,,,,,,,
35005429,7.6,-1,-1,-1,7.75,7,9,8,7.2,N1,,,,,,,,,,
35005430,7.2,-1,-1,-1,7.75,9.5,9.25,8.25,5.2,N1,,,,,,,,,,
35005431,8.2,6,7,5,-1,-1,-1,7.25,5.6,N1,,,,,,,,,,
35005432,8.2,-1,-1,-1,6.25,6.5,7.25,6.25,7.2,N1,,,,,,,,,,
35005433,7.6,6.5,6.5,4.5,-1,-1,-1,6.5,5,N1,,,,,,,,,,
35005434,5.2,-1,-1,-1,6.75,7,6.75,6.5,2.6,N1,,,,,,,,,,
35005435,5,-1,-1,-1,5.5,6.75,-1,4,-1,none,,,,,,,,,,
35005436,7.8,8.25,8,3.75,-1,-1,-1,7.25,5,N1,,,,,,,,,,
35005437,4.6,6.5,7,2.25,-1,-1,-1,4.25,5,N1,,,,,,,,,,
35005438,3.6,-1,-1,-1,6.5,6.75,-1,6.25,-1,none,,,,,,,,,,
35005439,1.6,-1,-1,-1,5.5,4.25,-1,4.25,-1,none,,,,,,,,,,
35005440,2.8,-1,-1,-1,2.5,6,-1,5.5,-1,none,,,,,,,,,,
35005441,3.4,-1,-1,-1,3.25,6.75,-1,5.5,-1,none,,,,,,,,,,
35005442,7.6,7,8.25,3.75,-1,-1,-1,6,3.6,N1,,,,,,,,,,
35005443,8,6.75,8,1.25,-1,-1,-1,5.25,3.4,N1,,,,,,,,,,
35005444,3,-1,-1,-1,4.75,4.5,-1,5.25,-1,none,,,,,,,,,,
35005445,4,-1,-1,-1,6.5,6.5,-1,5.75,-1,none,,,,,,,,,,
35005446,7.6,-1,-1,-1,5,6,-1,6.5,-1,none,,,,,,,,,,
35005447,4.2,-1,-1,-1,4.25,5.5,-1,3,-1,none,,,,,,,,,,
35005448,2.4,-1,-1,-1,4.25,2.75,-1,3.5,-1,none,,,,,,,,,,
35005449,5.2,-1,-1,-1,5.25,5.5,-1,5.75,-1,none,,,,,,,,,,
35005450,6,4.5,5,2.75,-1,-1,-1,5,3.8,N1,,,,,,,,,,
35005451,2,-1,-1,-1,3.5,4,-1,3.75,-1,none,,,,,,,,,,
35005452,8,6.5,5,3,-1,-1,-1,7,7.2,N1,,,,,,,,,,
35005453,7.2,-1,-1,-1,5.75,7.5,8.5,8,8,N1,,,,,,,,,,
35005454,8,7.75,8,4.5,-1,-1,-1,5,5.8,N1,,,,,,,,,,
35005455,6.2,-1,-1,-1,8,7,-1,7.5,-1,none,,,,,,,,,,
35005456,2.4,-1,-1,-1,7.25,6,-1,4.25,-1,none,,,,,,,,,,
35005457,5.4,-1,-1,-1,5.25,6,6,7.25,3,N1,,,,,,,,,,
35005458,7.2,7,7.5,2.75,-1,-1,-1,6.5,5.8,N1,,,,,,,,,,
35005459,2.8,-1,-1,-1,4.25,6,-1,5,-1,none,,,,,,,,,,
35005460,0.4,-1,-1,-1,7.25,5.25,5.25,2,2.2,N1,,,,,,,,,,
35005461,7.2,-1,-1,-1,7,6.5,7.75,8.25,6.4,N1,,,,,,,,,,
35005462,7,-1,-1,-1,6.5,5.75,8,6,4.2,N1,,,,,,,,,,
35005463,5.2,4.5,3.25,3.75,-1,-1,-1,6.25,4.6,N1,,,,,,,,,,
35005464,6.8,-1,-1,-1,7.5,5.25,8.75,8.5,6.6,N1,,,,,,,,,,
35005465,6.6,6,6.75,2.25,-1,-1,-1,7.5,5.4,N1,,,,,,,,,,
35005466,6.8,-1,-1,-1,8,6.5,6.5,7.25,5.2,N1,,,,,,,,,,
35005467,6.8,-1,-1,-1,8.75,7.5,7.75,7.25,4.8,N1,,,,,,,,,,
35005468,3.6,-1,-1,-1,3.75,5,4.75,6.5,2.8,N1,,,,,,,,,,
35005469,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35005470,8.4,-1,-1,-1,7.5,7,6.5,7,3.8,N1,,,,,,,,,,
35005471,1.8,-1,-1,-1,4.25,6,-1,3.25,-1,none,,,,,,,,,,
35005472,8.4,5.75,6.75,4.25,-1,-1,-1,6,3.8,N1,,,,,,,,,,
35005473,6.6,-1,-1,-1,8.5,8.25,9,8.25,4.2,N1,,,,,,,,,,
35005474,3.6,-1,-1,-1,6.25,8.25,-1,3.25,-1,none,,,,,,,,,,
35005475,3.8,-1,-1,-1,5,6.75,6.25,4.5,4.6,N1,,,,,,,,,,
35005476,6.4,-1,-1,-1,7,7.25,8,5.25,4.6,N1,,,,,,,,,,
35005477,7.4,-1,-1,-1,8,8.75,8.25,7,4.6,N1,,,,,,,,,,
35005478,2.8,-1,-1,-1,2.75,5.5,-1,1.75,-1,none,,,,,,,,,,
35005479,5.2,-1,-1,-1,4.25,6.75,-1,5.75,-1,none,,,,,,,,,,
35005480,3,-1,-1,-1,5.25,5.5,7.25,6.5,3,N1,,,,,,,,,,
35005481,7.4,-1,-1,-1,7.25,7.5,8.25,7.75,5,N1,,,,,,,,,,
35005482,8.2,7,4,3,-1,-1,-1,5.75,8.2,N1,,,,,,,,,,
35005483,7.6,-1,-1,-1,7.25,8.25,8.75,6.75,3.8,N1,,,,,,,,,,
35005484,6.2,-1,-1,-1,8.5,8.75,8.75,8.75,6.6,N1,,,,,,,,,,
35005485,3.6,-1,-1,-1,4,6,-1,3.25,-1,none,,,,,,,,,,
35005486,7.2,6.5,5.75,2.5,-1,-1,-1,6.5,5.4,N1,,,,,,,,,,
35005487,2,-1,-1,-1,4.75,5.75,-1,6.75,-1,none,,,,,,,,,,
35005488,8.6,6.75,7,2.75,-1,-1,-1,6.75,5.8,N1,,,,,,,,,,
35005489,5.6,6.5,5.75,2.75,-1,-1,-1,7.5,5,N1,,,,,,,,,,
35005490,3.8,-1,-1,-1,4,4.25,-1,3.25,-1,none,,,,,,,,,,
35005491,3.8,-1,-1,-1,3.5,5,-1,6.5,-1,none,,,,,,,,,,
35005492,7.6,-1,-1,-1,3.5,7.25,7,6.75,5,N1,,,,,,,,,,
35005493,6.4,7,4.25,3,-1,-1,-1,4.75,5,N1,,,,,,,,,,
35005494,5.2,-1,-1,-1,4.75,5.5,-1,5,-1,none,,,,,,,,,,
35005495,4.2,-1,-1,-1,4.75,5,6.5,4,4.6,N1,,,,,,,,,,
35005496,7.4,6,5.25,3,-1,-1,-1,5.5,5.2,N1,,,,,,,,,,
35005497,6.8,-1,-1,-1,5.5,6,7.75,6,4.4,N1,,,,,,,,,,
35005498,4.6,-1,-1,-1,3.25,6.25,7.5,5.25,4.4,N1,,,,,,,,,,
35005499,4,-1,-1,-1,4.5,6.5,7.5,2.5,4.2,N1,,,,,,,,,,
35005500,5,-1,-1,-1,8.25,5.75,7.25,5.25,4.4,N1,,,,,,,,,,
35005501,6.4,-1,-1,-1,4.25,6.5,7.75,2.5,4,N1,,,,,,,,,,
35005502,3.2,-1,-1,-1,4,6.25,-1,2,-1,none,,,,,,,,,,
35005503,6,-1,-1,-1,4.25,5.25,7.75,4.75,3.8,N1,,,,,,,,,,
35005504,2,-1,-1,-1,5.25,4.75,-1,2.25,-1,none,,,,,,,,,,
35005505,2,-1,-1,-1,6.5,5.5,-1,4.5,-1,none,,,,,,,,,,
35005506,4.6,-1,-1,-1,7,6.5,7.75,7.5,4,N1,,,,,,,,,,
35005507,9,7.75,7.75,3.25,-1,-1,-1,4,3.8,N1,,,,,,,,,,
35005508,5.4,-1,-1,-1,3.25,4.5,-1,3.58,-1,none,,,,,,,,,,
35005509,2.6,-1,-1,-1,3.75,5,-1,2.75,-1,none,,,,,,,,,,
35005510,3.4,-1,-1,-1,3.75,5.5,-1,2,-1,none,,,,,,,,,,
35005511,6.2,-1,-1,-1,5.75,6.5,8.75,6.25,4.8,N1,,,,,,,,,,
35005512,7.4,4.5,6.5,3.75,-1,-1,-1,5.25,4.8,N1,,,,,,,,,,
35005513,6,-1,-1,-1,5.5,6.75,6.75,5.75,3.8,N1,,,,,,,,,,
35005514,7.2,7.25,6,4,-1,-1,-1,6,5.2,N1,,,,,,,,,,
35005515,7.4,6.25,5.5,4.5,-1,-1,-1,8.25,5.4,N1,,,,,,,,,,
35005516,6.4,-1,-1,-1,5.25,5.5,7.75,6,3.4,N1,,,,,,,,,,
35005517,6.2,-1,-1,-1,4.75,6,7.25,7.5,5,N1,,,,,,,,,,
35005518,1,-1,-1,-1,4.75,4,-1,4.25,-1,none,,,,,,,,,,
35005519,7.2,7.25,7.25,5.25,-1,-1,-1,6,4.8,N1,,,,,,,,,,
35005520,6.2,6,4.75,3.75,-1,-1,-1,6.5,4,N1,,,,,,,,,,
35005521,6.8,-1,-1,-1,4,5.5,8.75,5.5,2.8,N1,,,,,,,,,,
35005522,8,6.75,8.25,3,-1,-1,-1,4.25,6,N1,,,,,,,,,,
35005523,6.8,-1,-1,-1,3.25,7.5,8.25,5.75,3.4,N1,,,,,,,,,,
35005524,6.4,-1,-1,-1,6,7,-1,6.75,-1,none,,,,,,,,,,
35005525,5.6,-1,-1,-1,6,6,8.25,6,3.6,N1,,,,,,,,,,
35005526,7.4,-1,-1,-1,6.5,7.5,6.75,6.25,6,N1,,,,,,,,,,
35005527,5.8,-1,-1,-1,7.75,8.5,7.75,8.5,3.6,N1,,,,,,,,,,
35005528,5.6,-1,-1,-1,7.5,7.75,7.75,6.75,3.4,N1,,,,,,,,,,
35005529,3.6,-1,-1,-1,5.75,6.75,-1,3,-1,none,,,,,,,,,,
35005530,7.4,7,7.5,2.5,-1,-1,-1,5.5,5.6,N1,,,,,,,,,,
35005531,4.2,-1,-1,-1,7,6.25,8,6.25,3,N1,,,,,,,,,,
35005532,6.4,-1,-1,-1,5.25,7.75,5.75,5,2.8,N1,,,,,,,,,,
35005533,7,-1,-1,-1,6,5.5,7.25,5.5,6.8,N1,,,,,,,,,,
35005534,8.2,7.5,7.5,2.25,-1,-1,-1,6,4,N1,,,,,,,,,,
35005535,6.4,7,7.25,2.5,-1,-1,-1,2.25,5.4,N1,,,,,,,,,,
35005536,7.2,-1,-1,-1,5.75,7.5,8,7.5,5.4,N1,,,,,,,,,,
35005537,5.8,-1,-1,-1,6.75,7,8.75,7,2.2,N1,,,,,,,,,,
35005538,4.4,-1,-1,-1,5,5.75,-1,4,-1,none,,,,,,,,,,
35005539,2.8,-1,-1,-1,4.25,5.5,-1,6.5,-1,none,,,,,,,,,,
35005540,4,-1,-1,-1,4.25,5.5,6.5,3.75,2.8,N1,,,,,,,,,,
35005541,1.8,-1,-1,-1,4,4,-1,3.75,-1,none,,,,,,,,,,
35005542,5.2,-1,-1,-1,5.5,5.5,7.5,6,3.6,N1,,,,,,,,,,
35005543,8,-1,-1,-1,7,7,7.75,7.5,5.2,N1,,,,,,,,,,
35005544,6,-1,-1,-1,6.75,5.5,7.25,6.25,1.6,N1,,,,,,,,,,
35005545,8,7,8.25,4,-1,-1,-1,6.5,5.8,N1,,,,,,,,,,
35005546,6,-1,-1,-1,7.5,5.5,-1,6.75,-1,none,,,,,,,,,,
35005547,4.4,-1,-1,-1,5.5,4.75,-1,6.75,-1,none,,,,,,,,,,
35005548,3.4,-1,-1,-1,4.25,5.5,-1,4.75,-1,none,,,,,,,,,,
35005549,2,-1,-1,-1,4.25,6,-1,3.5,-1,none,,,,,,,,,,
35005550,2.2,-1,-1,-1,4.75,4.5,-1,5.25,-1,none,,,,,,,,,,
35005551,5.6,4.25,4.5,2.25,-1,-1,-1,5.5,4,N1,,,,,,,,,,
35005552,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35005553,7.4,7,5.5,3,-1,-1,-1,4.75,2.4,N1,,,,,,,,,,
35005554,2,-1,-1,-1,4.75,5,-1,5.25,-1,none,,,,,,,,,,
35005555,2.6,-1,-1,-1,2.75,4.25,-1,5.25,-1,none,,,,,,,,,,
35005556,7.4,7,6.75,1.75,-1,-1,-1,6.25,5.4,N1,,,,,,,,,,
35005557,7.2,-1,-1,-1,7.75,7.25,8.75,5.5,5.2,N1,,,,,,,,,,
35005558,5.6,-1,-1,-1,8.25,8,-1,6.75,-1,none,,,,,,,,,,
35005559,3.6,-1,-1,-1,5.5,7,-1,5.5,-1,none,,,,,,,,,,
35005560,3.2,-1,-1,-1,2.75,4,-1,0.5,-1,none,,,,,,,,,,
35005561,7.2,6.5,7.75,5.5,-1,-1,-1,6.5,5,N1,,,,,,,,,,
35005562,6.4,6.5,7,3,-1,-1,-1,5.5,4.8,N1,,,,,,,,,,
35005563,4.8,-1,-1,-1,4.75,4.25,8.75,6.75,5.8,N1,,,,,,,,,,
35005564,6,-1,-1,-1,4,5.75,-1,6.25,-1,none,,,,,,,,,,
35005565,5.2,5,6.5,3,-1,-1,-1,7,5,N1,,,,,,,,,,
35005566,6.2,-1,-1,-1,6.75,7.25,7.25,7.5,5.2,N1,,,,,,,,,,
35005567,4.4,-1,-1,-1,3.25,6.25,6.5,6.75,3.2,N1,,,,,,,,,,
35005568,6.6,5.25,8.25,5.5,-1,-1,-1,6.75,4.4,N1,,,,,,,,,,
35005569,7,-1,-1,-1,7,7.25,8.25,7.25,4.2,N1,,,,,,,,,,
35005570,2.2,-1,-1,-1,5.25,4.75,-1,2.5,-1,none,,,,,,,,,,
35005571,6.2,-1,-1,-1,4.25,4.75,6,7,2.8,N1,,,,,,,,,,
35005572,6,-1,-1,-1,6.25,6.25,7.25,7.5,3.6,N1,,,,,,,,,,
35005573,5.2,-1,-1,-1,6,5,6,7,3,N1,,,,,,,,,,
35005574,8.2,6,5.5,6.5,-1,-1,-1,9.25,7.6,N1,,,,,,,,,,
35005575,4,-1,-1,-1,6.75,6,7,7.25,2,N1,,,,,,,,,,
35005576,6.8,3.25,7.25,3.75,-1,-1,-1,7.75,6.2,N1,,,,,,,,,,
35005577,7,-1,-1,-1,6.25,6.75,8,7.25,9.8,N1,,,,,,,,,,
35005578,5,-1,-1,-1,7,7.25,7,4.5,7.8,N1,,,,,,,,,,
35005579,5.4,-1,-1,-1,2.75,5.5,6.5,4.5,6.8,N1,,,,,,,,,,
35005580,8.2,-1,-1,-1,7.75,7.5,8.75,8.5,8.2,N1,,,,,,,,,,
35005581,7.8,-1,-1,-1,6,6.5,8,8,-1,none,,,,,,,,,,
35005582,8.8,6.75,6.75,3.75,-1,-1,-1,7.5,9,N1,,,,,,,,,,
35005583,7.8,5.75,8.5,8.5,-1,-1,-1,7.25,7.2,N1,,,,,,,,,,
35005584,8,-1,-1,-1,7.25,7.5,7.75,9.25,8.4,N1,,,,,,,,,,
35005585,7,-1,-1,-1,7,6.25,7.5,7,7.6,N1,,,,,,,,,,
35005586,6.2,-1,-1,-1,6,6.25,7.75,4.5,7.2,N1,,,,,,,,,,
35005587,8.4,9.25,8.25,5.5,-1,-1,-1,9,8.8,N1,,,,,,,,,,
35005588,4,-1,-1,-1,-1,-1,-1,-1,-1,none,,,,,,,,,,
35005589,7.8,4.5,6.75,5.75,-1,-1,-1,4.75,10,N1,,,,,,,,,,
35005590,5.6,-1,-1,-1,1,5.25,5.25,4.75,4.4,N1,,,,,,,,,,
35005591,8.4,5.75,8.25,5.5,-1,-1,-1,8.75,9,N1,,,,,,,,,,
35005592,8,6.25,6.25,6,-1,-1,-1,8,8.6,N1,,,,,,,,,,
35005593,5,-1,-1,-1,2,5.25,4.5,4.25,9.2,N1,,,,,,,,,,
35005594,5.4,-1,-1,-1,8,7,7.75,4.5,5.6,N1,,,,,,,,,,
35005595,7.4,-1,-1,-1,6,6.5,8,8.25,8.8,N1,,,,,,,,,,
35005596,4.4,-1,-1,-1,8,8.25,9,7.5,3.4,N1,,,,,,,,,,
35005597,4.4,-1,-1,-1,4,4.75,5.25,7,6.4,N1,,,,,,,,,,
35005598,8.6,8.25,7,5.75,-1,-1,-1,8.5,7,N1,,,,,,,,,,
35005599,8.8,9,9,5.25,-1,-1,-1,7.75,8.4,N1,,,,,,,,,,
35005600,7.6,5.75,5.75,5.5,-1,-1,-1,7.75,8,N1,,,,,,,,,,
35005601,3.2,-1,-1,-1,7.25,3.75,5.25,4.5,2.8,N1,,,,,,,,,,
35005602,7.8,8.25,6.25,5.75,-1,-1,-1,8,9,N1,,,,,,,,,,
35005603,9.2,6,8.75,8.75,-1,-1,-1,7,-1,none,,,,,,,,,,
35005604,7.6,4.5,3.75,4.5,-1,-1,-1,7.25,8.6,N1,,,,,,,,,,
35005605,9.2,9,8.25,5.25,-1,-1,-1,7.5,5.4,N1,,,,,,,,,,
35005606,2.8,-1,-1,-1,5,6,7,4.5,5,N1,,,,,,,,,,
35005607,4.8,-1,-1,-1,7.5,8,8,3.75,3,N1,,,,,,,,,,
35005608,7.2,-1,-1,-1,2.25,3.75,6,3.75,3,N1,,,,,,,,,,
35005609,8.8,8.5,9.25,6.75,-1,-1,-1,7.58,-1,none,,,,,,,,,,
35005610,9.4,8.75,5.5,4.25,-1,-1,-1,7,7.8,N1,,,,,,,,,,
35005611,8.2,-1,-1,-1,7.5,8.25,8,9,9.4,N1,,,,,,,,,,
35005612,4.6,-1,-1,-1,4.25,6,5.75,5,8,N1,,,,,,,,,,
35005613,8.4,-1,-1,-1,6.5,7,8.5,5,4.6,N1,,,,,,,,,,
35005614,8.8,8.25,8.25,6,-1,-1,-1,8,4.6,N1,,,,,,,,,,
35005615,5.6,-1,-1,-1,5.25,4.75,7.5,6,6.2,N1,,,,,,,,,,
35005616,4.2,-1,-1,-1,5.5,6.5,6.75,5.75,4.8,N1,,,,,,,,,,
35005617,7.8,-1,-1,-1,9,7.75,8,6.75,-1,none,,,,,,,,,,
35005618,7.8,-1,-1,-1,4.5,7.5,6.75,4.5,3.6,N1,,,,,,,,,,
35005619,5,-1,-1,-1,7.5,5,6,5.5,3.2,N1,,,,,,,,,,
35005620,7.6,6.75,7.5,3.25,-1,-1,-1,6.5,4.4,N1,,,,,,,,,,
35005621,3.4,-1,-1,-1,7,5.25,6,4.5,3.8,N1,,,,,,,,,,
35005622,3,-1,-1,-1,5.5,6.75,6.5,4,3.6,N1,,,,,,,,,,
35005623,3.6,-1,-1,-1,5.75,5,5.25,7,5.2,N1,,,,,,,,,,
35005624,7.6,-1,-1,-1,7.25,8,8.5,9,7.2,N1,,,,,,,,,,
35005625,2.2,-1,-1,-1,5.25,5.25,5.5,4,5,N1,,,,,,,,,,
35005626,5.4,-1,-1,-1,5.25,5.75,6.5,6.5,3.8,N1,,,,,,,,,,
35005627,7.6,-1,-1,-1,6,6.75,7.75,8.75,9.4,N1,,,,,,,,,,
35005628,7.6,-1,-1,-1,6,5.5,7.5,8.25,8.6,N1,,,,,,,,,,
35005629,8.8,5.5,9,8,-1,-1,-1,8.25,6.2,N1,,,,,,,,,,
35005630,8.4,6.25,8.5,7.25,-1,-1,-1,7.25,-1,none,,,,,,,,,,
35005631,8.2,7.75,8.5,6,-1,-1,-1,7.5,-1,none,,,,,,,,,,
35005632,8.2,8.5,8,8,-1,-1,-1,8,6,N1,,,,,,,,,,
35005633,7.4,-1,-1,-1,7.5,6.75,7.5,7.25,5,N1,,,,,,,,,,
35005634,8.4,6.25,8.25,8.75,-1,-1,-1,7.5,6.8,N1,,,,,,,,,,
35005635,5.6,-1,-1,-1,5.75,6,7.25,7,4.8,N1,,,,,,,,,,
35005636,8.6,2.75,9.25,7.25,-1,-1,-1,6,6.8,N1,,,,,,,,,,
35005637,8.4,-1,-1,-1,8.5,7.5,8.75,9,9,N1,,,,,,,,,,
35005638,2.8,-1,-1,-1,4.5,5,6,4.75,7.4,N1,,,,,,,,,,
35005639,2.8,-1,-1,-1,4,3.5,5.5,4.75,5.4,N1,,,,,,,,,,
35005640,6.8,4.5,8,4.75,-1,-1,-1,6.5,8.8,N1,,,,,,,,,,
35005641,8.4,-1,-1,-1,10,9.25,8.5,9,-1,none,,,,,,,,,,
35005642,7,-1,-1,-1,5.75,7.25,8.25,8.75,6.4,N1,,,,,,,,,,
35005643,8.6,-1,-1,-1,8.25,6.75,9,9.25,9.4,N1,,,,,,,,,,
35005644,7.4,-1,-1,-1,6.25,6.75,8.5,8.5,7.8,N1,,,,,,,,,,
35005645,7.4,-1,-1,-1,5.75,6.25,7,6,3.6,N1,,,,,,,,,,
35005646,8.8,7,9.25,7.75,-1,-1,-1,6.5,8.4,N1,,,,,,,,,,
35005647,7.4,7.75,3,4.5,-1,-1,-1,4.5,7.8,N1,,,,,,,,,,
35005648,3.8,-1,-1,-1,5.25,6.5,5.25,5.75,4.6,N1,,,,,,,,,,
35005649,2.8,-1,-1,-1,2.25,5.5,5.75,3.5,3.2,N1,,,,,,,,,,
35005650,8.8,8.5,6.75,5,-1,-1,-1,6,7.8,N1,,,,,,,,,,
